"Test Case ID",Scenario,"Testing Type",Severity,Priority,"Feature Name","Sub Feature Name","Test Conditions","Test Idea","Test Data","Acceptance Criteria","Test Steps","Test Flow Name","Request Method","API End Point","Expected Output",cURL
TES10525,"Open Bugasura in a fallback language when a saved language is no longer supported to avoid startup friction.",robustness,MEDIUM,P2,"Multi Language","multi lan","An unsupported or retired saved locale exists in profile/session data when Bugasura starts.","As a returning user, if my saved language is no longer supported, I want the application to open in a fallback language instead of failing or showing broken text.","[{""type"":""text"",""key"":""username"",""value"":""user@example.com"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""password"",""value"":""SecurePass123!"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""language"",""value"":""Klingon"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","Persistence and fallback must work together to avoid broken re-entry scenarios.","Step 1: Navigate to Bugasura login page 
Step 2: Enter {{username}} in the 'Username' field 
Step 3: Enter {{password}} in the 'Password' field 
Step 4: Click 'Login' button 
Step 5: Wait for navigation to user dashboard 
Step 6: Navigate to 'User Settings' menu 
Step 7: Select 'Language' option 
Step 8: Choose an unsupported {{language}} from the dropdown list 
Step 9: Confirm language selection and save preferences 
Step 10: Log out and log back in 
Step 11: Verify application opens in a fallback language 
Step 12: Ensure no broken text is displayed",,,,,
TES10523,"Show fallback text in Bugasura when a translation is missing to keep screens understandable.",localizability,MEDIUM,P2,"Multi Language","multi lan","A supported language has missing translation keys and Bugasura shows defined fallback text instead of blanks or broken labels.","As a user using a supported language, I want missing translations to fall back gracefully so the UI remains understandable.","[{""type"":""text"",""key"":""username"",""value"":""fallback.user"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""password"",""value"":""FallbackPass321!"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""language"",""value"":""ar"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","Missing-key fallback is critical for graceful localization rollout and maintenance.","Step 1: Navigate to the Bugasura login page. 
Step 2: Locate 'Username' field. 
Step 3: Enter {{username}} in the 'Username' field. 
Step 4: Locate 'Password' field. 
Step 5: Enter {{password}} in the 'Password' field. 
Step 6: Click 'Login' button. 
Step 7: Navigate to the user settings menu. 
Step 8: Select the 'Language' option. 
Step 9: Choose 'Arabic' from the dropdown list. 
Step 10: Confirm the language selection and save preferences. 
Step 11: Verify that missing translations show fallback text. 
Step 12: Verify UI remains understandable despite missing translations.",,,,,
TES10522,"Reopen Bugasura and continue in the saved language after refresh or relaunch for a consistent session.",functionality,MEDIUM,P2,"Multi Language","multi lan","User selects a language, refreshes or relaunches Bugasura, and the saved language remains active.","As a user, after selecting my preferred language, I want the same language to remain after refresh/reopen so I do not need to reselect it.","[{""type"":""text"",""key"":""username"",""value"":""persistent.user"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""password"",""value"":""PersistPass789!"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""language"",""value"":""hi"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","Persistence should work beyond login flow and cover normal day-to-day reopening behavior.","Step 1: Navigate to the Bugasura login page. 
Step 2: Locate 'Username' field. 
Step 3: Enter {{username}} in the 'Username' field. 
Step 4: Locate 'Password' field. 
Step 5: Enter {{password}} in the 'Password' field. 
Step 6: Click 'Login' button. 
Step 7: Navigate to the user settings menu. 
Step 8: Select the 'Language' option. 
Step 9: Choose 'Hindi' from the dropdown list. 
Step 10: Confirm the language selection and save preferences. 
Step 11: Refresh the page. 
Step 12: Verify the language setting persists after the refresh. 
Step 13: Close and reopen Bugasura. 
Step 14: Verify the language setting persists after reopening.",,,,,
TES10515,"Open Bugasura in Japanese to display Unicode text correctly for localized reading and work.",localizability,MEDIUM,P2,"Multi Language","multi lan","Japanese is selected and Unicode content is displayed, stored, and rendered without corruption.","As Satoshi Yamamoto, a Localization Engineer, I want to enter `ja` and `日本語のテキスト` as content to verify Unicode processing.","[{""type"":""text"",""key"":""username"",""value"":""satoshi@example.com"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""password"",""value"":""SecurePass123"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""language"",""value"":""Japanese"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""content"",""value"":""\u65e5\u672c\u8a9e\u306e\u30c6\u30ad\u30b9\u30c8"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","Unicode handling is essential for real multilingual support beyond Latin scripts.","Step 1: Navigate to the login page 
Step 2: Enter {{username}} in the 'Username' field 
Step 3: Enter {{password}} in the 'Password' field 
Step 4: Click 'Login' button 
Step 5: Wait for the dashboard to load 
Step 6: Navigate to the user settings menu 
Step 7: Select the 'Language' option 
Step 8: Choose 'Japanese' from the dropdown list 
Step 9: Enter '????????' as content 
Step 10: Click 'Save' to confirm language selection 
Step 11: Verify that the UI displays content in Japanese with correct Unicode",,,,,
TES10477,"Bugasura keeps a saved language preference instead of running auto detection again for returning users.",functionality,MEDIUM,P2,"Language Detection and Preference Management","auto detection","Returning user with saved preference logs in from a different region or browser-language setting.","As a returning Bugasura user with a previously saved language choice, I want the platform to honor my saved preference instead of re-detecting from IP or browser so that my experience remains personalized and stable.","[{""type"":""text"",""key"":""base_url"",""value"":""https:\/\/api.bugasura.io"",""test_data_id"":""62""},{""type"":""text"",""key"":""username"",""value"":""returninguser@example.com"",""test_data_id"":""126""},{""type"":""text"",""key"":""password"",""value"":""SecurePass123!"",""test_data_id"":""127""},{""type"":""text"",""key"":""saved_language_preference"",""value"":""Spanish"",""test_data_id"":""128""}]","System honors saved language preference over new auto-detection for returning users.","Step 1: Navigate to {{base_url}} 
Step 2: Wait for login page to load completely 
Step 3: Locate 'Username' field 
Step 4: Enter {{username}} in the 'Username' field 
Step 5: Locate 'Password' field 
Step 6: Enter {{password}} in the 'Password' field 
Step 7: Click 'Login' button 
Step 8: Wait for navigation to complete 
Step 9: Verify 'Dashboard' page is displayed 
Step 10: Check if a saved language preference exists 
Step 11: Override auto-detection with saved preference 
Step 12: Verify that the UI reflects the saved language 
Step 13: Logout user 
Step 14: Perform login again 
Step 15: Verify that the saved language is applied 
Step 16: Verify no auto-detection occurs on subsequent logins",,,,,
TES10475,"Auto detection chooses a clear language in Bugasura when IP and browser preferences disagree.",functionality,MEDIUM,P2,"Language Detection and Preference Management","auto detection","First login with conflicting IP-based geolocation and browser language inputs and no saved preference.","As a new Bugasura user accessing from one geolocated region while the browser is configured for another language, I want the system to apply a deterministic default language so that the first-load experience is predictable and consistent.","[{""type"":""text"",""key"":""base_url"",""value"":""https:\/\/api.bugasura.io"",""test_data_id"":""""},{""type"":""text"",""key"":""username"",""value"":""testuser"",""test_data_id"":""""},{""type"":""text"",""key"":""password"",""value"":""Test@123"",""test_data_id"":""""}]","System applies a deterministic language choice when IP and browser preferences conflict.","Step 1: Navigate to {{base_url}} 
Step 2: Wait for the login page to load completely 
Step 3: Locate 'Username' field 
Step 4: Enter {{username}} in the 'Username' field 
Step 5: Locate 'Password' field 
Step 6: Enter {{password}} in the 'Password' field 
Step 7: Click 'Login' button 
Step 8: Wait for navigation to complete 
Step 9: Verify 'Dashboard' page is displayed 
Step 10: Verify welcome message contains {{username}} 
Step 11: Set browser language to one locale and use a VPN to change IP to another 
Step 12: Access Bugasura platform 
Step 13: Verify that the system applies a deterministic default language 
Step 14: Ensure the selected language is consistent across sessions",,,,,
TES10473,"Auto detection ignores unsupported browser language and opens Bugasura with a safe fallback.",functionality,MEDIUM,P2,"Language Detection and Preference Management","auto detection","First login with unsupported browser language and no valid localized match.","A user opens Bugasura with the browser configured to an unsupported language. The system should ignore the unsupported locale and fallback appropriately without UI errors.","[{""type"":""text"",""key"":""base_url"",""value"":""https:\/\/api.bugasura.io"",""test_data_id"":""""},{""type"":""text"",""key"":""username"",""value"":""testuser"",""test_data_id"":""""},{""type"":""text"",""key"":""password"",""value"":""Test@123"",""test_data_id"":""""}]","System falls back to a safe language without UI errors.","Step 1: Navigate to {{base_url}} 
Step 2: Wait for the login page to load completely 
Step 3: Locate 'Username' field 
Step 4: Enter {{username}} in the 'Username' field 
Step 5: Locate 'Password' field 
Step 6: Enter {{password}} in the 'Password' field 
Step 7: Click 'Login' button 
Step 8: Wait for navigation to complete 
Step 9: Verify 'Dashboard' page is displayed 
Step 10: Verify welcome message contains {{username}} 
Step 11: Set browser language to an unsupported locale 
Step 12: Access Bugasura platform 
Step 13: Verify that the system falls back to a supported language 
Step 14: Ensure no UI errors are present 
Step 15: Navigate through the platform to confirm stability",,,,,
TES10469,"Auto detection falls back to English to keep Bugasura usable when language signals fail.",functionality,MEDIUM,P2,"Language Detection and Preference Management","auto detection","First login where both IP-based geolocation and browser language detection fail.","Chien Tran accesses Bugasura from a location with restricted IP data and an unsupported browser language. The system should default to English seamlessly without broken UI elements.","[{""type"":""text"",""key"":""base_url"",""value"":""https:\/\/api.bugasura.io"",""test_data_id"":""26043""},{""type"":""text"",""key"":""username"",""value"":""chien.tran@example.com"",""test_data_id"":""26044""},{""type"":""text"",""key"":""password"",""value"":""SecurePass123!"",""test_data_id"":""26045""},{""type"":""text"",""key"":""detected_language"",""value"":""English"",""test_data_id"":""26046""}]","System should default to English without UI failures.","Step 1: Navigate to {{base_url}} 
Step 2: Wait for login page to load completely 
Step 3: Locate 'Username' field 
Step 4: Enter {{username}} in the 'Username' field 
Step 5: Locate 'Password' field 
Step 6: Enter {{password}} in the 'Password' field 
Step 7: Click 'Login' button 
Step 8: Wait for navigation to complete 
Step 9: Verify 'Dashboard' page is displayed 
Step 10: System attempts to detect language based on unavailable signals 
Step 11: Verify fallback to English is triggered 
Step 12: Set English as the default language for the session 
Step 13: Navigate through the platform UI 
Step 14: Verify UI elements are displayed in English 
Step 15: Logout user 
Step 16: Login again with the same credentials 
Step 17: Verify that English is retained as the default language",,,,,
TES10467,"Auto detection reads browser language to load Bugasura in the preferred language on first visit.",functionality,MEDIUM,P2,"Language Detection and Preference Management","auto detection","First login with supported browser language and no saved language preference.","Maria Lopez logs in from Spain with her browser set to Spanish. The system should detect the browser language and set the interface to Spanish automatically on first load.","[{""type"":""text"",""key"":""base_url"",""value"":""https:\/\/api.bugasura.io"",""test_data_id"":""26043""},{""type"":""text"",""key"":""username"",""value"":""maria.lopez@example.com"",""test_data_id"":""26044""},{""type"":""text"",""key"":""password"",""value"":""SecurePass123!"",""test_data_id"":""26045""},{""type"":""text"",""key"":""detected_language"",""value"":""Spanish"",""test_data_id"":""26046""}]","System should detect browser language and set interface language accordingly.","Step 1: Navigate to {{base_url}} 
Step 2: Wait for login page to load completely 
Step 3: Locate 'Username' field 
Step 4: Enter {{username}} in the 'Username' field 
Step 5: Locate 'Password' field 
Step 6: Enter {{password}} in the 'Password' field 
Step 7: Click 'Login' button 
Step 8: Wait for navigation to complete 
Step 9: Verify 'Dashboard' page is displayed 
Step 10: System detects browser's language settings 
Step 11: Verify detected language is Spanish 
Step 12: Set Spanish as the default language for the session 
Step 13: Navigate through the platform UI 
Step 14: Verify UI elements are displayed in Spanish 
Step 15: Logout user 
Step 16: Login again with the same credentials 
Step 17: Verify that Spanish is retained as the default language",,,,,
TES5077,"Retaining Bugasura language preferences after logging out and back in.",Functionality,MEDIUM,P2,"Localization   Accessibility","Language Support","User selects French, logs out, and upon re-login, the UI should remain in French.","Verify persistence of language preferences across user sessions.","[{""type"":""text"",""key"":""username"",""value"":""test_user_01"",""test_data_id"":""429""},{""type"":""text"",""key"":""password"",""value"":""P@ssw0rd!"",""test_data_id"":""429""}]","Language preference is preserved across sessions, ensuring the selected language remains active upon re-login.","Step 1: Log in to Bugasura with valid credentials. 
Step 2: Change the language to French. 
Step 3: Log out from Bugasura. 
Step 4: Log back in using the same credentials. 
Step 5: Verify that the UI remains in French.",,,,,
